items,hedge,keys,size,p
866,1.362587,4,1180,0.995833
867,1.365629,4,1184,0.995833
868,1.364055,4,1184,0.995833
869,1.362486,4,1184,0.995833
870,1.365517,4,1188,0.995833
871,1.363949,4,1188,0.995833
872,1.362385,4,1188,0.995833
873,1.365407,4,1192,0.995833
874,1.363844,4,1192,0.995833
875,1.362286,4,1192,0.995833
876,1.365297,4,1196,0.995833
877,1.36374,4,1196,0.995833
878,1.362187,4,1196,0.995833
879,1.365188,4,1200,0.995833
880,1.363636,4,1200,0.995833
881,1.362089,4,1200,0.995833
882,1.365079,4,1204,0.995833
883,1.363533,4,1204,0.995833
884,1.361991,4,1204,0.995833
885,1.360452,4,1204,0.995833
886,1.363431,4,1208,0.995833
887,1.361894,4,1208,0.995833
888,1.364865,4,1212,0.995833
889,1.36333,4,1212,0.995833
890,1.361798,4,1212,0.995833
891,1.364759,4,1216,0.995833
892,1.363229,4,1216,0.995833
893,1.361702,4,1216,0.995833
894,1.364653,4,1220,0.995833
895,1.363128,4,1220,0.995833
896,1.361607,4,1220,0.995833
897,1.364548,4,1224,0.995833
898,1.363029,4,1224,0.995833
899,1.361513,4,1224,0.995833
900,1.364444,4,1228,0.995833
901,1.36293,4,1228,0.995833
902,1.361419,4,1228,0.995833
903,1.364341,4,1232,0.995833
904,1.362832,4,1232,0.995833
905,1.361326,4,1232,0.995833
906,1.359823,4,1232,0.995833
907,1.362734,4,1236,0.995833
908,1.361233,4,1236,0.995833
909,1.359736,4,1236,0.995833
910,1.362637,4,1240,0.995833
911,1.361142,4,1240,0.995833
912,1.364035,4,1244,0.995833
913,1.362541,4,1244,0.995833
914,1.36105,4,1244,0.995833
915,1.363934,4,1248,0.995833
916,1.362445,4,1248,0.995833
917,1.36096,4,1248,0.995833
918,1.359477,4,1248,0.995833
919,1.36235,4,1252,0.995833
920,1.36087,4,1252,0.995833
921,1.359392,4,1252,0.995833
922,1.362256,4,1256,0.995833
923,1.36078,4,1256,0.995833
924,1.363636,4,1260,0.995833
925,1.362162,4,1260,0.995833
926,1.360691,4,1260,0.995833
927,1.359223,4,1260,0.995833
928,1.362069,4,1264,0.995833
929,1.360603,4,1264,0.995833
930,1.363441,4,1268,0.995833
931,1.361976,4,1268,0.995833
932,1.360515,4,1268,0.995833
933,1.359057,4,1268,0.995833
934,1.361884,4,1272,0.995833
935,1.360428,4,1272,0.995833
936,1.358974,4,1272,0.995833
937,1.361793,4,1276,0.995833
938,1.364606,4,1280,0.995833
939,1.363152,4,1280,0.995833
940,1.361702,4,1280,0.995833
941,1.364506,4,1284,0.995833
942,1.358811,4,1280,0.995833
943,1.361612,4,1284,0.995833
944,1.360169,4,1284,0.995833
945,1.35873,4,1284,0.995833
946,1.361522,4,1288,0.995833
947,1.360084,4,1288,0.995833
948,1.35865,4,1288,0.995833
949,1.361433,4,1292,0.995833
950,1.36,4,1292,0.995833
951,1.362776,4,1296,0.995833
952,1.361345,4,1296,0.995833
953,1.359916,4,1296,0.995833
954,1.362683,4,1300,0.995833
955,1.361257,4,1300,0.995833
956,1.359833,4,1300,0.995833
957,1.358412,4,1300,0.995833
958,1.361169,4,1304,0.995833
959,1.35975,4,1304,0.995833
960,1.358333,4,1304,0.995833
961,1.361082,4,1308,0.995833
962,1.359667,4,1308,0.995833
963,1.358255,4,1308,0.995833
964,1.360996,4,1312,0.995833
965,1.359585,4,1312,0.995833
966,1.358178,4,1312,0.995833
967,1.36091,4,1316,0.995833
968,1.359504,4,1316,0.995833
969,1.358101,4,1316,0.995833
970,1.360825,4,1320,0.995833
971,1.359423,4,1320,0.995833
972,1.358025,4,1320,0.995833
973,1.36074,4,1324,0.995833
974,1.359343,4,1324,0.995833
975,1.357949,4,1324,0.995833
976,1.360656,4,1328,0.995833
977,1.359263,4,1328,0.995833
978,1.357873,4,1328,0.995833
979,1.356486,4,1328,0.995833
980,1.359184,4,1332,0.995833
981,1.357798,4,1332,0.995833
982,1.360489,4,1336,0.995833
983,1.359105,4,1336,0.995833
984,1.357724,4,1336,0.995833
985,1.360406,4,1340,0.995833
986,1.359026,4,1340,0.995833
987,1.357649,4,1340,0.995833
988,1.360324,4,1344,0.995833
989,1.358948,4,1344,0.995833
990,1.357576,4,1344,0.995833
991,1.360242,4,1348,0.995833
992,1.358871,4,1348,0.995833
993,1.357503,4,1348,0.995833
994,1.360161,4,1352,0.995833
995,1.358794,4,1352,0.995833
996,1.361446,4,1356,0.995833
997,1.36008,4,1356,0.995833
998,1.358717,4,1356,0.995833
999,1.357357,4,1356,0.995833
1000,1.356,4,1356,0.995833
